trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.9900498337491681}",20,7,-91.71790146823203,"{0: 6, 1: 0, 2: 6, 3: 0, 4: 1}",1
2,False,"{'a': 0.6, 'e': 0.9801986733067553}",20,0,-47.54528654409106,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
3,False,"{'a': 0.6, 'e': 0.9704455335485082}",35,0,-160.0569443531642,"{0: 27, 1: 1, 2: 2, 3: 2, 4: 3}",0
4,False,"{'a': 0.6, 'e': 0.9607894391523232}",25,0,-44.12143203565177,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
5,False,"{'a': 0.6, 'e': 0.951229424500714}",30,18,-35.177114593472496,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
6,False,"{'a': 0.6, 'e': 0.9417645335842487}",20,0,-10.297774233545287,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.6, 'e': 0.9323938199059483}",20,0,-45.29230776183325,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
8,False,"{'a': 0.6, 'e': 0.9231163463866358}",20,0,-96.40427832726445,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
9,False,"{'a': 0.6, 'e': 0.9139311852712282}",30,0,-160.4615948671727,"{0: 16, 1: 2, 2: 10, 3: 1, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.9048374180359595}",20,0,-154.47520401762978,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
11,False,"{'a': 0.6, 'e': 0.8958341352965282}",20,0,-128.51877359332505,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 0.6, 'e': 0.8869204367171575}",25,0,-82.12722750513734,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.6, 'e': 0.8780954309205613}",20,0,-72.83075237409852,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
14,False,"{'a': 0.6, 'e': 0.8693582353988059}",20,0,-101.32285436252941,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
15,False,"{'a': 0.6, 'e': 0.8607079764250578}",20,0,-64.60999576858828,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.6, 'e': 0.8521437889662113}",20,9,-49.147670741819766,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
17,False,"{'a': 0.6, 'e': 0.8436648165963837}",25,1,-119.38701312518758,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 2}",1
18,False,"{'a': 0.6, 'e': 0.835270211411272}",25,0,-69.83366518011948,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
19,False,"{'a': 0.6, 'e': 0.8269591339433623}",20,0,-50.16160008842492,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8187307530779818}",20,5,-34.314903642178535,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
21,False,"{'a': 0.6, 'e': 0.8105842459701871}",25,4,-59.76939176023048,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
22,False,"{'a': 0.6, 'e': 0.8025187979624785}",20,1,-47.86432866157422,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.6, 'e': 0.794533602503334}",20,7,2.1057026162496424,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.6, 'e': 0.7866278610665535}",25,0,-96.78379091539335,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.6, 'e': 0.7788007830714049}",20,0,-95.28545688572322,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
26,False,"{'a': 0.6, 'e': 0.7710515858035663}",20,0,-108.019658054804,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
27,False,"{'a': 0.6, 'e': 0.7633794943368531}",20,0,-71.49239029862196,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
28,False,"{'a': 0.6, 'e': 0.7557837414557255}",20,0,-88.55502833265388,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.7482635675785653}",20,0,-83.8333303788642,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.7408182206817179}",20,0,-56.619857223656645,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
31,False,"{'a': 0.6, 'e': 0.7334469562242892}",25,0,-149.64169432617734,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
32,False,"{'a': 0.6, 'e': 0.7261490370736909}",20,0,-93.68712218966252,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
33,False,"{'a': 0.6, 'e': 0.7189237334319262}",25,0,-106.5170875037094,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
34,False,"{'a': 0.6, 'e': 0.7117703227626097}",25,0,-173.26631404167972,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 2}",0
35,False,"{'a': 0.6, 'e': 0.7046880897187134}",25,8,-41.44354629684684,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
36,False,"{'a': 0.6, 'e': 0.697676326071031}",20,0,-141.5988451301602,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
37,False,"{'a': 0.6, 'e': 0.6907343306373547}",20,0,-69.6439202530842,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.6, 'e': 0.6838614092123558}",20,9,-30.29250204300566,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
39,False,"{'a': 0.6, 'e': 0.6770568744981647}",30,0,-112.84292485957188,"{0: 19, 1: 1, 2: 7, 3: 3, 4: 0}",0
40,False,"{'a': 0.6, 'e': 0.6703200460356393}",25,0,-106.69865612665278,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
41,False,"{'a': 0.6, 'e': 0.6636502501363194}",20,5,-57.39625414215344,"{0: 8, 1: 4, 2: 1, 3: 2, 4: 0}",1
42,False,"{'a': 0.6, 'e': 0.6570468198150567}",20,0,-56.973915642083625,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
43,False,"{'a': 0.6, 'e': 0.6505090947233165}",20,0,-77.99519289224271,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
44,False,"{'a': 0.6, 'e': 0.6440364210831414}",20,0,-138.65541481072876,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
45,False,"{'a': 0.6, 'e': 0.6376281516217733}",20,0,-44.56745848518568,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.631283645506926}",30,4,-16.89137220098216,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.6250022682827008}",20,5,-46.756916437195486,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
48,False,"{'a': 0.6, 'e': 0.6187833918061408}",35,0,-99.40516295124354,"{0: 28, 1: 0, 2: 4, 3: 1, 4: 2}",0
49,False,"{'a': 0.6, 'e': 0.6126263941844161}",20,0,-75.91338495724095,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.6, 'e': 0.6065306597126334}",30,2,-78.56314543442025,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 1}",1
51,False,"{'a': 0.6, 'e': 0.6004955788122659}",30,11,-8.65120603893937,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
52,False,"{'a': 0.6, 'e': 0.5945205479701944}",20,0,-11.093847995055425,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5886049696783552}",25,0,-116.28157032124768,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
54,False,"{'a': 0.6, 'e': 0.5827482523739896}",25,11,-41.87430897006363,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.5769498103804866}",30,1,-110.95853418967326,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 2}",1
56,False,"{'a': 0.6, 'e': 0.5712090638488149}",25,19,-0.4674843867381093,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.6, 'e': 0.5655254386995371}",20,2,8.908466686482242,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.6, 'e': 0.559898366565402}",25,10,-4.720727454858192,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5543272847345071}",35,0,-122.423003689535,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.5488116360940265}",20,0,-93.90421206156232,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
61,False,"{'a': 0.6, 'e': 0.5433508690744998}",25,15,-29.84038702981195,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.5379444375946745}",30,7,-30.83376113729122,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.5325918010068972}",25,17,-51.507013151036375,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
64,False,"{'a': 0.6, 'e': 0.5272924240430485}",20,0,-114.15810723652253,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
65,False,"{'a': 0.6, 'e': 0.522045776761016}",20,0,-45.005176449400466,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.6, 'e': 0.5168513344916992}",20,0,-53.21066846313373,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
67,False,"{'a': 0.6, 'e': 0.5117085777865424}",30,0,-139.88965381357534,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
68,False,"{'a': 0.6, 'e': 0.5066169923655895}",25,0,-55.25816829197661,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.6, 'e': 0.5015760690660555}",20,0,-7.448117023664511,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
70,False,"{'a': 0.6, 'e': 0.49658530379140947}",20,0,-45.499844975629735,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
71,False,"{'a': 0.6, 'e': 0.4916441974609651}",25,0,-8.829034330571075,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.6, 'e': 0.4867522559599717}",25,6,-17.939476706252158,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
73,False,"{'a': 0.6, 'e': 0.48190899009020244}",20,0,-34.124843414923305,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.6, 'e': 0.4771139155210344}",25,13,-3.619356170205158,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.4723665527410147}",20,0,-5.417593903800801,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.6, 'e': 0.46766642700990924}",20,7,-63.039790455657176,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
77,False,"{'a': 0.6, 'e': 0.46301306831122807}",25,14,-24.05059409919587,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.4584060113052235}",20,8,5.528726278095262,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.45384479528235583}",25,0,-66.92072616853764,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.44932896411722156}",25,8,11.25899768171733,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.4448580662229411}",20,0,-7.838070211907349,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.6, 'e': 0.44043165450599925}",20,0,-37.690115244358,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.43604928632153556}",25,0,-22.828198541956684,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
84,False,"{'a': 0.6, 'e': 0.43171052342907973}",20,4,-21.480725469618996,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.4274149319487267}",25,10,10.673114520731259,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.4231620823177488}",30,6,-53.74998158307265,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
87,False,"{'a': 0.6, 'e': 0.418951549247639}",30,17,-1.8964018004661125,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.4147829116815814}",25,0,-11.154781221779833,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
89,False,"{'a': 0.6, 'e': 0.4106557527523455}",20,0,-14.004789636930484,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.6, 'e': 0.4065696597405991}",30,21,-26.65054421011336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.6, 'e': 0.40252422403363597}",20,11,-0.6032644933368068,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.39851904108451414}",25,15,-0.9365479693702865,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.3945537103716011}",25,5,3.3571652219778905,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.3906278353585211}",20,0,-12.600365988665672,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.6, 'e': 0.3867410234545012}",30,18,21.918416421208626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.38289288597511206}",25,0,16.886210422259683,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
97,False,"{'a': 0.6, 'e': 0.37908303810339883}",20,14,-10.106241452163328,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37531109885139957}",35,20,15.624583010982523,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.3715766910220457}",20,9,-3.8375069470850733,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36787944117144233}",25,7,-21.463005737319428,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.3642189795715233}",20,9,-12.034226713438194,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.3605949401730783}",20,8,20.102642206865514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.3570069605691474}",35,0,-99.63906688474454,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
104,False,"{'a': 0.6, 'e': 0.35345468195878016}",25,0,-22.542674447366615,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
105,False,"{'a': 0.6, 'e': 0.3499377491111553}",20,8,-2.9929663981855557,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.3464558103300574}",20,5,-99.0147484308575,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 2}",1
107,False,"{'a': 0.6, 'e': 0.34300851741870664}",20,12,7.950336509802235,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.3395955256449391}",20,1,-8.856206881146564,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.3362164937067333}",20,5,-74.64245093200691,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
110,False,"{'a': 0.6, 'e': 0.33287108369807955}",20,3,-0.6465180844338319,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.6, 'e': 0.32955896107518906}",25,14,7.325338612717719,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.6, 'e': 0.32627979462303947}",20,13,-0.9839813801910307,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.3230332564222529}",20,4,-3.823961068642512,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.6, 'e': 0.31981902181630384}",30,8,-15.075935603793809,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.6, 'e': 0.31663676937905316}",30,17,21.86213634536391,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3134861808826053}",25,14,11.506033186211194,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.6, 'e': 0.31036694126548503}",25,12,11.978712025986656,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.30727873860113125}",20,14,11.242933459303936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.3042212640667041}",20,10,-11.109624287273677,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
